User_ID,Age,Gender,Location,Education,Occupation,Primary_App,Secondary_Apps,Usage_Frequency,Daily_Usage_Time,Reason_for_Using,Satisfaction,Challenges,Desired_Features,Preferred_Communication,Partner_Priorities,Multiple_Apps
125,18,Non-binary,Delhi,Postgraduate,Freelancer,Tinder,Tinder,Daily,1.5 hours,Finding a Partner,3,Time-Wasting,Video Calls,Video Calls,Values > Personality > Appearance,Yes
126,21,Male,Chennai,Graduate,Part-time Job,OkCupid,Hinge,Monthly,30 minutes,Finding a Partner,5,Safety Concerns,Location-Based Matching,Text,Values > Personality > Appearance,Yes
127,22,Female,Mumbai,Postgraduate,Student,Hinge,Unknown,Monthly,3 hours,Finding a Partner,3,Safety Concerns,Detailed Profiles,Text,Personality > Interests > Values,Yes
128,24,Male,Pune,Postgraduate,Student,Hinge,Unknown,Weekly,1 hour,Finding a Partner,2,Time-Wasting,Detailed Profiles,Video Calls,Values > Personality > Appearance,Yes
129,25,Female,Mumbai,Postgraduate,Student,Unknown,Hinge,Monthly,1 hour,Casual Dating,1,Safety Concerns,Audio Calls,Video Calls,Personality > Interests > Values,Yes
130,23,Male,Mumbai,Postgraduate,Freelancer,Hinge,Hinge,Monthly,30 minutes,Casual Dating,4,Time-Wasting,Video Calls,Text,Appearance > Interests > Personality,Yes
131,20,Female,Chennai,Graduate,Part-time Job,Bumble,Unknown,Daily,2 hours,Finding a Partner,4,Unknown,Video Calls,Video Calls,Appearance > Interests > Personality,Yes
132,24,Non-binary,Bangalore,Graduate,Part-time Job,Bumble,OkCupid,Monthly,1.5 hours,Finding a Partner,1,Lack of Genuine Matches,Video Calls,Video Calls,Appearance > Interests > Personality,Yes
133,25,Non-binary,Pune,Postgraduate,Intern,Bumble,Bumble,Monthly,30 minutes,Finding a Partner,2,Time-Wasting,Video Calls,Video Calls,Personality > Interests > Values,Yes
134,25,Female,Pune,Postgraduate,Part-time Job,Unknown,Unknown,Daily,1.5 hours,Casual Fun,3,Time-Wasting,Location-Based Matching,Voice Notes,Personality > Interests > Values,Yes
135,20,Female,Kolkata,Graduate,Intern,Hinge,Bumble,Daily,1 hour,Finding a Partner,4,Time-Wasting,Detailed Profiles,Text,Appearance > Interests > Personality,Yes
136,24,Male,Kolkata,Undergraduate,Student,Bumble,Bumble,Daily,1 hour,Finding a Partner,2,Lack of Genuine Matches,Location-Based Matching,Text,Personality > Interests > Values,Yes
137,18,Female,Chennai,Undergraduate,Part-time Job,Bumble,Unknown,Daily,3 hours,Casual Dating,5,Time-Wasting,Video Calls,Text,Appearance > Interests > Personality,Yes
138,18,Female,Bangalore,Undergraduate,Full-time Job,Unknown,OkCupid,Monthly,30 minutes,Casual Dating,4,Lack of Genuine Matches,Location-Based Matching,Text,Values > Personality > Appearance,Yes
139,23,Non-binary,Delhi,Undergraduate,Student,OkCupid,Unknown,Weekly,3 hours,Casual Dating,5,Unknown,Detailed Profiles,Video Calls,Personality > Interests > Values,Yes
140,18,Male,Chennai,Postgraduate,Student,Tinder,Hinge,Monthly,1 hour,Finding a Partner,1,Time-Wasting,Location-Based Matching,Voice Notes,Values > Personality > Appearance,Yes
141,19,Non-binary,Bangalore,Undergraduate,Part-time Job,Unknown,Unknown,Daily,1.5 hours,Casual Dating,1,Unknown,Audio Calls,Text,Appearance > Interests > Personality,Yes
142,22,Male,Pune,Postgraduate,Intern,Unknown,OkCupid,Monthly,1 hour,Social Interaction,3,Time-Wasting,Audio Calls,Video Calls,Values > Personality > Appearance,Yes
143,19,Male,Mumbai,Graduate,Freelancer,OkCupid,Hinge,Daily,30 minutes,Finding a Partner,3,Lack of Genuine Matches,Audio Calls,Text,Personality > Interests > Values,Yes
144,22,Female,Hyderabad,Undergraduate,Freelancer,OkCupid,Unknown,Weekly,3 hours,Finding a Partner,3,Time-Wasting,Location-Based Matching,Video Calls,Values > Personality > Appearance,Yes
145,24,Male,Chennai,Undergraduate,Freelancer,Tinder,OkCupid,Monthly,3 hours,Social Interaction,3,Lack of Genuine Matches,Detailed Profiles,Video Calls,Personality > Interests > Values,Yes
146,18,Non-binary,Kolkata,Postgraduate,Full-time Job,Hinge,Bumble,Weekly,2 hours,Casual Dating,5,Lack of Genuine Matches,AI Recommendations,Voice Notes,Values > Personality > Appearance,Yes
147,23,Non-binary,Hyderabad,Graduate,Full-time Job,Hinge,Tinder,Weekly,30 minutes,Casual Fun,5,Safety Concerns,Location-Based Matching,Voice Notes,Values > Personality > Appearance,Yes
148,23,Female,Delhi,Undergraduate,Student,Unknown,Bumble,Daily,3 hours,Social Interaction,5,Safety Concerns,Audio Calls,Text,Appearance > Interests > Personality,Yes
149,22,Female,Bangalore,Graduate,Full-time Job,Hinge,Bumble,Monthly,1.5 hours,Casual Dating,5,Unknown,Audio Calls,Text,Appearance > Interests > Personality,Yes
150,19,Female,Hyderabad,Undergraduate,Student,Tinder,Hinge,Weekly,2 hours,Social Interaction,1,Lack of Genuine Matches,AI Recommendations,Voice Notes,Values > Personality > Appearance,Yes
151,19,Male,Mumbai,Undergraduate,Intern,OkCupid,Hinge,Monthly,3 hours,Social Interaction,2,Time-Wasting,Audio Calls,Video Calls,Values > Personality > Appearance,Yes
152,18,Non-binary,Pune,Graduate,Freelancer,Bumble,Hinge,Daily,30 minutes,Social Interaction,2,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,Yes
153,24,Female,Hyderabad,Graduate,Part-time Job,Tinder,Bumble,Monthly,3 hours,Casual Fun,3,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values,Yes
154,23,Male,Delhi,Undergraduate,Freelancer,Hinge,Bumble,Monthly,2 hours,Casual Dating,5,Unknown,Location-Based Matching,Voice Notes,Appearance > Interests > Personality,Yes
155,18,Female,Bangalore,Graduate,Freelancer,Bumble,Hinge,Weekly,30 minutes,Casual Fun,4,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values,Yes
156,18,Non-binary,Pune,Graduate,Freelancer,Tinder,Bumble,Monthly,1 hour,Social Interaction,3,Time-Wasting,Location-Based Matching,Video Calls,Appearance > Interests > Personality,Yes
157,22,Female,Hyderabad,Graduate,Full-time Job,Hinge,Tinder,Monthly,1.5 hours,Social Interaction,3,Unknown,Location-Based Matching,Text,Values > Personality > Appearance,Yes
158,25,Non-binary,Hyderabad,Undergraduate,Part-time Job,OkCupid,Hinge,Daily,3 hours,Social Interaction,3,Unknown,AI Recommendations,Video Calls,Appearance > Interests > Personality,Yes
159,22,Non-binary,Chennai,Graduate,Student,OkCupid,OkCupid,Weekly,2 hours,Finding a Partner,5,Lack of Genuine Matches,AI Recommendations,Video Calls,Personality > Interests > Values,Yes
160,24,Male,Hyderabad,Postgraduate,Intern,Bumble,Bumble,Weekly,1 hour,Social Interaction,2,Safety Concerns,Audio Calls,Video Calls,Personality > Interests > Values,Yes
161,23,Non-binary,Bangalore,Graduate,Part-time Job,Bumble,OkCupid,Daily,3 hours,Social Interaction,1,Unknown,AI Recommendations,Voice Notes,Appearance > Interests > Personality,Yes
162,23,Female,Kolkata,Undergraduate,Full-time Job,Bumble,Hinge,Monthly,1.5 hours,Social Interaction,2,Time-Wasting,Audio Calls,Voice Notes,Values > Personality > Appearance,Yes
163,23,Female,Kolkata,Graduate,Freelancer,Tinder,Bumble,Weekly,3 hours,Casual Fun,5,Time-Wasting,Video Calls,Video Calls,Personality > Interests > Values,Yes
164,24,Non-binary,Pune,Graduate,Full-time Job,OkCupid,OkCupid,Daily,3 hours,Casual Dating,1,Lack of Genuine Matches,Video Calls,Voice Notes,Personality > Interests > Values,Yes
165,18,Female,Bangalore,Postgraduate,Part-time Job,Unknown,Bumble,Weekly,1 hour,Casual Fun,1,Safety Concerns,Audio Calls,Text,Appearance > Interests > Personality,Yes
166,19,Male,Hyderabad,Postgraduate,Freelancer,Hinge,Tinder,Weekly,1 hour,Social Interaction,5,Lack of Genuine Matches,Audio Calls,Video Calls,Values > Personality > Appearance,Yes
167,21,Female,Hyderabad,Undergraduate,Full-time Job,Bumble,Unknown,Daily,3 hours,Finding a Partner,1,Unknown,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,Yes
168,21,Non-binary,Bangalore,Postgraduate,Part-time Job,OkCupid,Hinge,Monthly,3 hours,Casual Fun,3,Unknown,Location-Based Matching,Video Calls,Personality > Interests > Values,Yes
169,22,Non-binary,Bangalore,Undergraduate,Freelancer,Hinge,OkCupid,Daily,30 minutes,Social Interaction,4,Lack of Genuine Matches,Detailed Profiles,Video Calls,Appearance > Interests > Personality,Yes
170,24,Male,Delhi,Graduate,Full-time Job,OkCupid,Hinge,Monthly,2 hours,Social Interaction,1,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Personality > Interests > Values,Yes
171,21,Non-binary,Delhi,Graduate,Intern,Bumble,Bumble,Monthly,2 hours,Casual Dating,1,Unknown,AI Recommendations,Video Calls,Personality > Interests > Values,Yes
172,19,Female,Chennai,Undergraduate,Part-time Job,Hinge,Bumble,Monthly,30 minutes,Finding a Partner,3,Lack of Genuine Matches,Audio Calls,Text,Values > Personality > Appearance,Yes
173,21,Non-binary,Delhi,Undergraduate,Part-time Job,Tinder,Tinder,Daily,30 minutes,Casual Fun,1,Safety Concerns,Video Calls,Text,Appearance > Interests > Personality,Yes
174,23,Male,Mumbai,Postgraduate,Intern,OkCupid,Hinge,Weekly,2 hours,Casual Fun,1,Unknown,Video Calls,Video Calls,Values > Personality > Appearance,Yes
175,19,Non-binary,Kolkata,Postgraduate,Full-time Job,Bumble,Bumble,Monthly,30 minutes,Casual Dating,2,Time-Wasting,Video Calls,Voice Notes,Personality > Interests > Values,Yes
176,24,Male,Bangalore,Graduate,Student,OkCupid,Hinge,Daily,1.5 hours,Social Interaction,1,Safety Concerns,Detailed Profiles,Text,Personality > Interests > Values,Yes
177,24,Male,Mumbai,Graduate,Freelancer,Unknown,Unknown,Daily,2 hours,Finding a Partner,1,Time-Wasting,Location-Based Matching,Voice Notes,Appearance > Interests > Personality,Yes
178,18,Male,Delhi,Graduate,Part-time Job,Hinge,Bumble,Weekly,1 hour,Casual Fun,1,Unknown,AI Recommendations,Video Calls,Values > Personality > Appearance,Yes
179,21,Female,Kolkata,Postgraduate,Part-time Job,OkCupid,OkCupid,Monthly,1.5 hours,Casual Fun,2,Unknown,Location-Based Matching,Video Calls,Values > Personality > Appearance,Yes
180,20,Non-binary,Hyderabad,Undergraduate,Full-time Job,Tinder,Tinder,Daily,1 hour,Finding a Partner,4,Unknown,AI Recommendations,Video Calls,Personality > Interests > Values,Yes
181,21,Male,Bangalore,Postgraduate,Student,Bumble,OkCupid,Weekly,1 hour,Casual Fun,1,Time-Wasting,Detailed Profiles,Video Calls,Values > Personality > Appearance,Yes
182,22,Non-binary,Pune,Graduate,Student,Unknown,OkCupid,Weekly,30 minutes,Casual Dating,4,Safety Concerns,Detailed Profiles,Text,Values > Personality > Appearance,Yes
183,21,Male,Kolkata,Undergraduate,Part-time Job,Hinge,Tinder,Daily,30 minutes,Casual Fun,4,Unknown,AI Recommendations,Voice Notes,Personality > Interests > Values,Yes
184,22,Non-binary,Delhi,Graduate,Full-time Job,OkCupid,Bumble,Weekly,30 minutes,Casual Fun,5,Safety Concerns,Video Calls,Voice Notes,Personality > Interests > Values,Yes
185,23,Female,Kolkata,Undergraduate,Part-time Job,OkCupid,Bumble,Monthly,1.5 hours,Casual Dating,1,Time-Wasting,Audio Calls,Text,Values > Personality > Appearance,Yes
186,18,Non-binary,Kolkata,Graduate,Full-time Job,Hinge,Unknown,Weekly,1 hour,Casual Dating,2,Lack of Genuine Matches,Location-Based Matching,Video Calls,Appearance > Interests > Personality,Yes
187,24,Female,Kolkata,Undergraduate,Full-time Job,OkCupid,Tinder,Monthly,30 minutes,Casual Dating,2,Safety Concerns,Location-Based Matching,Text,Values > Personality > Appearance,Yes
188,23,Male,Pune,Graduate,Intern,OkCupid,Tinder,Weekly,2 hours,Social Interaction,5,Lack of Genuine Matches,AI Recommendations,Video Calls,Appearance > Interests > Personality,Yes
189,24,Male,Pune,Postgraduate,Freelancer,Unknown,OkCupid,Daily,2 hours,Casual Fun,1,Safety Concerns,Detailed Profiles,Text,Values > Personality > Appearance,Yes
190,20,Male,Delhi,Graduate,Full-time Job,Tinder,Hinge,Monthly,1.5 hours,Casual Dating,3,Safety Concerns,Video Calls,Voice Notes,Appearance > Interests > Personality,Yes
191,25,Female,Hyderabad,Graduate,Part-time Job,Bumble,Tinder,Monthly,2 hours,Finding a Partner,5,Time-Wasting,AI Recommendations,Voice Notes,Values > Personality > Appearance,Yes
192,22,Male,Mumbai,Postgraduate,Student,Hinge,OkCupid,Monthly,2 hours,Casual Fun,5,Time-Wasting,AI Recommendations,Text,Values > Personality > Appearance,Yes
193,24,Male,Chennai,Graduate,Part-time Job,Unknown,OkCupid,Monthly,30 minutes,Social Interaction,3,Time-Wasting,Video Calls,Text,Values > Personality > Appearance,Yes
194,24,Female,Hyderabad,Graduate,Freelancer,Unknown,Tinder,Daily,1 hour,Casual Fun,1,Safety Concerns,AI Recommendations,Text,Personality > Interests > Values,Yes
195,18,Male,Mumbai,Undergraduate,Intern,OkCupid,Unknown,Weekly,1.5 hours,Social Interaction,1,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance,Yes
196,25,Female,Pune,Postgraduate,Part-time Job,OkCupid,Hinge,Daily,1 hour,Finding a Partner,5,Time-Wasting,AI Recommendations,Voice Notes,Values > Personality > Appearance,Yes
197,19,Female,Delhi,Undergraduate,Intern,OkCupid,Bumble,Weekly,2 hours,Finding a Partner,3,Time-Wasting,Audio Calls,Video Calls,Appearance > Interests > Personality,Yes
198,20,Female,Hyderabad,Undergraduate,Full-time Job,Bumble,Bumble,Weekly,3 hours,Social Interaction,3,Time-Wasting,Video Calls,Voice Notes,Values > Personality > Appearance,Yes
199,23,Female,Delhi,Graduate,Intern,Unknown,Hinge,Monthly,2 hours,Finding a Partner,4,Safety Concerns,AI Recommendations,Video Calls,Appearance > Interests > Personality,Yes
200,19,Female,Bangalore,Graduate,Student,Bumble,Bumble,Weekly,30 minutes,Casual Dating,2,Lack of Genuine Matches,Detailed Profiles,Video Calls,Values > Personality > Appearance,Yes
201,21,Non-binary,Delhi,Graduate,Intern,OkCupid,Tinder,Weekly,1.5 hours,Social Interaction,1,Safety Concerns,Detailed Profiles,Text,Personality > Interests > Values,Yes
202,20,Non-binary,Chennai,Graduate,Freelancer,Hinge,OkCupid,Weekly,3 hours,Finding a Partner,1,Safety Concerns,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,Yes
203,18,Male,Kolkata,Graduate,Intern,Bumble,Tinder,Weekly,30 minutes,Finding a Partner,2,Lack of Genuine Matches,Audio Calls,Text,Personality > Interests > Values,Yes
204,23,Non-binary,Chennai,Postgraduate,Full-time Job,Hinge,Tinder,Monthly,1.5 hours,Social Interaction,2,Time-Wasting,Location-Based Matching,Video Calls,Appearance > Interests > Personality,Yes
205,18,Non-binary,Chennai,Postgraduate,Intern,Unknown,Bumble,Weekly,2 hours,Casual Dating,2,Lack of Genuine Matches,AI Recommendations,Text,Personality > Interests > Values,Yes
206,21,Male,Hyderabad,Undergraduate,Part-time Job,Bumble,Hinge,Weekly,1 hour,Casual Fun,4,Lack of Genuine Matches,Video Calls,Video Calls,Personality > Interests > Values,Yes
207,20,Non-binary,Delhi,Postgraduate,Part-time Job,OkCupid,Bumble,Monthly,2 hours,Casual Dating,5,Time-Wasting,Audio Calls,Voice Notes,Appearance > Interests > Personality,Yes
208,24,Female,Kolkata,Graduate,Student,Bumble,Bumble,Daily,2 hours,Casual Dating,5,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance > Interests > Personality,Yes
209,19,Female,Mumbai,Undergraduate,Freelancer,Hinge,Unknown,Monthly,1 hour,Casual Dating,1,Time-Wasting,Location-Based Matching,Video Calls,Personality > Interests > Values,Yes
210,24,Female,Mumbai,Undergraduate,Freelancer,Tinder,Unknown,Weekly,2 hours,Casual Dating,5,Time-Wasting,Location-Based Matching,Video Calls,Values > Personality > Appearance,Yes
211,24,Male,Bangalore,Undergraduate,Full-time Job,OkCupid,Unknown,Daily,3 hours,Social Interaction,2,Unknown,AI Recommendations,Video Calls,Personality > Interests > Values,Yes
212,19,Female,Kolkata,Postgraduate,Part-time Job,Hinge,Bumble,Weekly,2 hours,Social Interaction,5,Time-Wasting,Video Calls,Text,Values > Personality > Appearance,Yes
213,22,Female,Pune,Postgraduate,Student,Bumble,Unknown,Monthly,1 hour,Social Interaction,3,Time-Wasting,Location-Based Matching,Video Calls,Appearance > Interests > Personality,Yes
214,19,Female,Mumbai,Graduate,Part-time Job,OkCupid,OkCupid,Daily,2 hours,Casual Dating,2,Time-Wasting,Audio Calls,Video Calls,Personality > Interests > Values,Yes
215,23,Male,Delhi,Graduate,Full-time Job,Unknown,Bumble,Weekly,3 hours,Social Interaction,1,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values,Yes
216,19,Male,Hyderabad,Undergraduate,Intern,Unknown,Tinder,Daily,30 minutes,Social Interaction,4,Unknown,Location-Based Matching,Video Calls,Personality > Interests > Values,Yes
217,19,Female,Chennai,Undergraduate,Full-time Job,Hinge,Hinge,Daily,1 hour,Finding a Partner,2,Safety Concerns,Detailed Profiles,Video Calls,Personality > Interests > Values,Yes
218,21,Non-binary,Hyderabad,Undergraduate,Intern,Bumble,Bumble,Monthly,1.5 hours,Social Interaction,5,Safety Concerns,AI Recommendations,Voice Notes,Values > Personality > Appearance,Yes
219,23,Male,Mumbai,Graduate,Student,Tinder,Bumble,Weekly,1.5 hours,Social Interaction,5,Unknown,Location-Based Matching,Video Calls,Personality > Interests > Values,Yes
220,22,Non-binary,Hyderabad,Graduate,Full-time Job,OkCupid,Unknown,Weekly,2 hours,Social Interaction,1,Lack of Genuine Matches,Video Calls,Video Calls,Personality > Interests > Values,Yes
221,19,Non-binary,Pune,Postgraduate,Intern,OkCupid,Unknown,Monthly,3 hours,Casual Dating,1,Lack of Genuine Matches,Location-Based Matching,Video Calls,Values > Personality > Appearance,Yes
222,23,Female,Delhi,Undergraduate,Freelancer,OkCupid,Tinder,Monthly,1 hour,Social Interaction,3,Time-Wasting,AI Recommendations,Video Calls,Personality > Interests > Values,Yes
223,18,Male,Bangalore,Undergraduate,Freelancer,OkCupid,Unknown,Daily,1.5 hours,Casual Fun,2,Safety Concerns,Location-Based Matching,Voice Notes,Values > Personality > Appearance,Yes
224,23,Female,Hyderabad,Postgraduate,Freelancer,Bumble,Tinder,Monthly,2 hours,Casual Fun,4,Unknown,Detailed Profiles,Video Calls,Personality > Interests > Values,Yes
225,20,Female,Bangalore,Graduate,Freelancer,Bumble,Unknown,Weekly,2 hours,Casual Fun,3,Lack of Genuine Matches,Audio Calls,Text,Personality > Interests > Values,Yes
226,23,Non-binary,Hyderabad,Undergraduate,Freelancer,OkCupid,Hinge,Daily,2 hours,Casual Fun,3,Lack of Genuine Matches,Audio Calls,Video Calls,Appearance > Interests > Personality,Yes
227,18,Female,Kolkata,Undergraduate,Full-time Job,Unknown,Unknown,Monthly,1 hour,Finding a Partner,2,Lack of Genuine Matches,Location-Based Matching,Video Calls,Personality > Interests > Values,Yes
228,23,Female,Pune,Undergraduate,Student,Hinge,Hinge,Monthly,1.5 hours,Casual Fun,3,Unknown,Video Calls,Voice Notes,Values > Personality > Appearance,Yes
229,22,Male,Pune,Undergraduate,Student,Hinge,Bumble,Monthly,1.5 hours,Social Interaction,4,Safety Concerns,Location-Based Matching,Voice Notes,Personality > Interests > Values,Yes
230,20,Male,Bangalore,Undergraduate,Part-time Job,OkCupid,OkCupid,Weekly,1 hour,Casual Fun,4,Unknown,Audio Calls,Voice Notes,Personality > Interests > Values,Yes
231,18,Female,Mumbai,Undergraduate,Full-time Job,Tinder,OkCupid,Monthly,2 hours,Casual Dating,1,Unknown,Location-Based Matching,Text,Personality > Interests > Values,Yes
232,23,Non-binary,Mumbai,Postgraduate,Student,Bumble,Hinge,Weekly,30 minutes,Social Interaction,5,Unknown,Detailed Profiles,Video Calls,Values > Personality > Appearance,Yes
233,25,Female,Mumbai,Undergraduate,Intern,Hinge,Tinder,Daily,30 minutes,Finding a Partner,3,Time-Wasting,AI Recommendations,Voice Notes,Values > Personality > Appearance,Yes
234,22,Non-binary,Chennai,Graduate,Freelancer,Tinder,Hinge,Monthly,30 minutes,Casual Dating,2,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values > Personality > Appearance,Yes
235,22,Male,Chennai,Undergraduate,Part-time Job,Hinge,Unknown,Daily,2 hours,Social Interaction,3,Lack of Genuine Matches,Video Calls,Video Calls,Personality > Interests > Values,Yes
236,25,Non-binary,Hyderabad,Graduate,Full-time Job,Hinge,Unknown,Monthly,2 hours,Casual Fun,5,Unknown,Detailed Profiles,Voice Notes,Personality > Interests > Values,Yes
237,23,Female,Mumbai,Postgraduate,Intern,Hinge,Tinder,Monthly,1.5 hours,Casual Dating,4,Unknown,Detailed Profiles,Voice Notes,Personality > Interests > Values,Yes
238,18,Non-binary,Bangalore,Graduate,Intern,Bumble,Unknown,Daily,3 hours,Casual Fun,3,Unknown,Detailed Profiles,Video Calls,Personality > Interests > Values,Yes
239,23,Non-binary,Mumbai,Graduate,Intern,Hinge,Tinder,Daily,3 hours,Finding a Partner,2,Lack of Genuine Matches,Video Calls,Video Calls,Values > Personality > Appearance,Yes
240,25,Female,Chennai,Graduate,Student,OkCupid,Unknown,Daily,2 hours,Social Interaction,2,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance,Yes
241,20,Female,Mumbai,Postgraduate,Part-time Job,Unknown,Bumble,Daily,1.5 hours,Finding a Partner,3,Time-Wasting,Detailed Profiles,Voice Notes,Personality > Interests > Values,Yes
242,23,Non-binary,Chennai,Graduate,Intern,OkCupid,Bumble,Monthly,1.5 hours,Finding a Partner,2,Safety Concerns,Detailed Profiles,Video Calls,Values > Personality > Appearance,Yes
243,20,Non-binary,Hyderabad,Undergraduate,Part-time Job,Unknown,Unknown,Daily,1.5 hours,Social Interaction,5,Lack of Genuine Matches,Audio Calls,Text,Personality > Interests > Values,Yes
244,23,Non-binary,Chennai,Postgraduate,Intern,Unknown,Unknown,Daily,3 hours,Social Interaction,5,Safety Concerns,Detailed Profiles,Text,Appearance > Interests > Personality,Yes
245,24,Non-binary,Pune,Graduate,Freelancer,OkCupid,Hinge,Weekly,3 hours,Casual Dating,4,Safety Concerns,AI Recommendations,Voice Notes,Values > Personality > Appearance,Yes
246,24,Non-binary,Mumbai,Postgraduate,Intern,Hinge,Hinge,Daily,30 minutes,Casual Dating,2,Lack of Genuine Matches,Video Calls,Video Calls,Personality > Interests > Values,Yes
247,23,Male,Kolkata,Postgraduate,Intern,Bumble,OkCupid,Monthly,3 hours,Social Interaction,3,Unknown,Detailed Profiles,Text,Appearance > Interests > Personality,Yes
248,22,Non-binary,Hyderabad,Postgraduate,Student,Bumble,Tinder,Daily,30 minutes,Casual Dating,4,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Personality > Interests > Values,Yes
